Latitude,Longitude
43.876074008059,-122.78520815846
47.940225971359,-121.92827456471
46.538039967527,-114.36968081471
44.365052985218,-112.69975893971
44.834404418619,-117.99516909596
43.876074008059,-122.78520815846





https://maps.co
"Created with Maps.co Map Maker"
