Latitude,Longitude
46.392884382789,-123.99370425221
42.779778918889,-124.52104800221
42.763649556697,-122.93901675221
43.277704812331,-123.18071597096
43.961684479056,-123.83989565846
44.871928962135,-123.68608706471
45.951626691466,-123.75200503346
46.392884382789,-123.99370425221





https://maps.co
"Created with Maps.co Map Maker"
