SERIES,NMFS_POPID,Region,ESU,MAJOR_POPULATION_GROUP,POPULATION_NAME,COMMON_POPULATION_NAME,DISPLAY_ORDER,SPECIES,RUN_TIMING,STREAM_NAME,YEAR,NUMBER_OF_SPAWNERS,FRACWILD,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,METHOD
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,2003,679.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,2004,494.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,1995,270.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,1980,992.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,1981,324.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,1982,986.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,1983,732.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,1984,1565.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,1985,512.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,1986,1875.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,2005,116.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,2006,847.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,2007,264.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,2008,25.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,2009,58.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,2010,157.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,2011,90.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,2012,190.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,18,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,North Fork Lewis Spring Chinook,NF Lewis R.,2.3.6,CHINOOK SALMON,SPRING,North Fork Lewis River,1988,5267.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,22,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,Sandy River,Sandy R.,2.3.7,CHINOOK SALMON,SPRING,Sandy River,2013,2413.0,0.907,-99.0,-99.0,0.016,0.322,0.642,0.02,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2001,3510.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,22,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,Sandy River,Sandy R.,2.3.7,CHINOOK SALMON,SPRING,Sandy River,2015,3023.0,0.885,-99.0,-99.0,0.058,0.674,0.261,0.008,-99.0,Survey
LCchinook2020,22,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,Sandy River,Sandy R.,2.3.7,CHINOOK SALMON,SPRING,Sandy River,2016,3615.0,0.952,-99.0,-99.0,0.064,0.663,0.27,0.003,-99.0,Survey
LCchinook2020,22,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,Sandy River,Sandy R.,2.3.7,CHINOOK SALMON,SPRING,Sandy River,2017,5706.0,0.915,-99.0,-99.0,0.035,0.519,0.442,0.004,-99.0,Survey
LCchinook2020,22,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,Sandy River,Sandy R.,2.3.7,CHINOOK SALMON,SPRING,Sandy River,2018,2900.0,0.913,-99.0,-99.0,0.069,0.434,0.494,0.003,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1981,3156.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1982,3655.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2009,3128.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2011,1635.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1983,2575.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1984,3323.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1985,2087.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1986,2845.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1987,9160.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1988,6958.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1989,8557.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1990,3516.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1992,4185.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2012,570.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2013,2489.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2014,565.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2015,2006.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2016,1281.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2017,1403.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2018,4347.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2019,2449.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1993,5733.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1994,2420.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1995,4382.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1996,2119.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1997,8443.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1998,3251.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1999,1890.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2000,363.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2002,5463.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2003,3993.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2004,2524.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2005,3998.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2006,5359.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,2010,1713.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,20,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade late fall,Sandy River,Sandy R.,2.2.2,CHINOOK SALMON,LATE FALL,Sandy River,1991,2939.0,0.237,-99.0,-99.0,0.143,0.694,0.157,0.006,-99.0,Survey
LCchinook2020,22,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade spring,Sandy River,Sandy R.,2.3.7,CHINOOK SALMON,SPRING,Sandy River,2014,1658.0,0.871,-99.0,-99.0,0.025,0.512,0.457,0.006,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2003,13943.0,-99.0,-99.0,-99.0,0.028,0.632,0.34,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2002,7896.0,-99.0,-99.0,-99.0,0.222,0.71,0.068,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2005,3303.0,-99.0,-99.0,-99.0,0.161,0.702,0.113,0.024,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2006,5752.0,-99.0,-99.0,-99.0,0.07,0.482,0.447,0.001,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2007,1149.0,-99.0,-99.0,-99.0,0.251,0.393,0.333,0.023,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2008,1725.0,-99.0,-99.0,-99.0,0.418,0.543,0.035,0.005,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2012,907.0,0.259,-99.0,-99.0,0.219,0.521,0.257,0.003,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2013,1754.0,0.521,-99.0,-99.0,0.236,0.745,0.017,0.001,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2014,783.0,0.514,-99.0,-99.0,0.137,0.697,0.164,0.003,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2015,598.0,0.632,-99.0,-99.0,0.401,0.478,0.119,0.003,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2016,803.0,0.461,-99.0,-99.0,0.221,0.659,0.118,0.003,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2017,594.0,0.529,-99.0,-99.0,0.349,0.416,0.231,0.003,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2018,244.0,0.571,-99.0,-99.0,0.136,0.61,0.241,0.013,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2009,539.0,-99.0,-99.0,-99.0,0.223,0.69,0.087,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2010,1917.0,0.119,-99.0,-99.0,0.418,0.422,0.157,0.003,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,2011,1498.0,0.132,-99.0,-99.0,0.1,0.855,0.042,0.003,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1964,2494.0,-99.0,-99.0,-99.0,0.696,0.299,0.005,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1965,1465.0,-99.0,-99.0,-99.0,0.078,0.904,0.017,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1966,1348.0,-99.0,-99.0,-99.0,0.464,0.454,0.082,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1967,1562.0,-99.0,-99.0,-99.0,0.464,0.453,0.083,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1968,2515.0,-99.0,-99.0,-99.0,0.464,0.454,0.082,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1969,2548.0,-99.0,-99.0,-99.0,0.464,0.453,0.082,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1970,4170.0,-99.0,-99.0,-99.0,0.576,0.371,0.053,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1971,5729.0,-99.0,-99.0,-99.0,0.356,0.611,0.033,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1972,6597.0,-99.0,-99.0,-99.0,0.221,0.706,0.073,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1973,1043.0,-99.0,-99.0,-99.0,0.346,0.48,0.174,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1974,1516.0,-99.0,-99.0,-99.0,0.28,0.62,0.101,-99.0,-99.0,Survey
LCchinook2020,25,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Toutle Fall (Tule) Chinook,Toutle R.,2.1.1.2,CHINOOK SALMON,FALL,Toutle River,1975,703.0,-99.0,-99.0,-99.0,0.34,0.525,0.135,-99.0,-99.0,Survey
