SERIES,NMFS_POPID,Region,ESU,MAJOR_POPULATION_GROUP,POPULATION_NAME,COMMON_POPULATION_NAME,DISPLAY_ORDER,SPECIES,RUN_TIMING,STREAM_NAME,YEAR,NUMBER_OF_SPAWNERS,FRACWILD,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,METHOD
LCchinook2020,1,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Big Creek,Big Ck.,1.1.3,CHINOOK SALMON,FALL,Big Creek tributaries,2012,1096.0,0.05,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,1,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Big Creek,Big Ck.,1.1.3,CHINOOK SALMON,FALL,Big Creek tributaries,2013,946.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,1,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Big Creek,Big Ck.,1.1.3,CHINOOK SALMON,FALL,Big Creek tributaries,2014,2583.0,0.016,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,1,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Big Creek,Big Ck.,1.1.3,CHINOOK SALMON,FALL,Big Creek tributaries,2017,1279.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,1,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Big Creek,Big Ck.,1.1.3,CHINOOK SALMON,FALL,Big Creek tributaries,2016,582.0,0.077,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,1,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Big Creek,Big Ck.,1.1.3,CHINOOK SALMON,FALL,Big Creek tributaries,2018,12301.0,0.009,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,1,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Big Creek,Big Ck.,1.1.3,CHINOOK SALMON,FALL,Big Creek tributaries,2015,2586.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2002,1787.0,-99.0,-99.0,-99.0,0.743,0.25,0.007,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2003,11480.0,-99.0,-99.0,-99.0,0.162,0.792,0.046,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2004,8691.0,-99.0,-99.0,-99.0,0.537,0.454,0.009,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2005,1448.0,-99.0,-99.0,-99.0,0.39,0.569,0.041,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2006,755.0,-99.0,-99.0,-99.0,0.583,0.303,0.106,0.008,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2007,898.0,-99.0,-99.0,-99.0,0.571,0.429,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2008,770.0,-99.0,-99.0,-99.0,0.636,0.357,0.006,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2009,964.0,-99.0,-99.0,-99.0,0.391,0.594,0.015,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2010,1887.0,0.725,-99.0,-99.0,0.938,0.06,0.001,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2011,723.0,0.885,-99.0,-99.0,0.292,0.706,0.002,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2012,593.0,0.936,-99.0,-99.0,0.26,0.713,0.027,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2013,984.0,0.658,-99.0,-99.0,0.467,0.49,0.044,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2014,1034.0,0.775,-99.0,-99.0,0.239,0.729,0.032,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2015,773.0,0.485,-99.0,-99.0,0.514,0.439,0.048,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2016,565.0,0.68,-99.0,-99.0,0.183,0.746,0.072,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2017,747.0,0.538,-99.0,-99.0,0.909,0.076,0.015,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2018,194.0,0.568,-99.0,-99.0,0.354,0.638,0.008,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1965,914.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1966,2865.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1967,1212.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1968,575.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1969,2767.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1970,634.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1971,712.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1972,864.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1973,874.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1974,869.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1975,1798.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1976,1881.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1977,216.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1978,796.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1979,636.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1980,1539.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1981,793.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1982,1562.0,-99.0,-99.0,-99.0,0.721,0.278,0.001,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1983,250.0,-99.0,-99.0,-99.0,0.424,0.572,0.004,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1984,369.0,-99.0,-99.0,-99.0,0.764,0.233,0.003,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1985,152.0,-99.0,-99.0,-99.0,0.77,0.224,0.007,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1986,97.0,-99.0,-99.0,-99.0,0.33,0.66,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1987,161.0,-99.0,-99.0,-99.0,0.391,0.609,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1988,366.0,-99.0,-99.0,-99.0,0.016,0.973,0.011,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1989,205.0,-99.0,-99.0,-99.0,0.805,0.19,0.005,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1990,124.0,-99.0,-99.0,-99.0,0.331,0.669,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1991,67.0,-99.0,-99.0,-99.0,0.851,0.149,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1992,132.0,-99.0,-99.0,-99.0,0.379,0.621,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1993,105.0,-99.0,-99.0,-99.0,0.2,0.6,0.2,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1994,283.0,-99.0,-99.0,-99.0,0.735,0.265,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1995,219.0,-99.0,-99.0,-99.0,0.795,0.183,0.023,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1996,32.0,-99.0,-99.0,-99.0,0.75,0.25,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1997,124.0,-99.0,-99.0,-99.0,0.379,0.621,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1998,223.0,-99.0,-99.0,-99.0,0.251,0.583,0.166,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,1999,401.0,-99.0,-99.0,-99.0,0.858,0.142,-99.0,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2000,147.0,-99.0,-99.0,-99.0,0.333,0.401,0.265,-99.0,-99.0,Survey
LCchinook2020,31,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge fall,Big White Salmon River Fall (Tule) Chinook,Big White Salmon R.,3.1.3,CHINOOK SALMON,FALL,White Salmon River,2001,1668.0,-99.0,-99.0,-99.0,0.775,0.201,0.017,0.006,-99.0,Survey
LCchinook2020,32,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge spring,Big White Salmon River Spring Chinook,Big White Salmon R.,3.3.1,CHINOOK SALMON,SPRING,White Salmon River,2013,88.0,0.17,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,32,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge spring,Big White Salmon River Spring Chinook,Big White Salmon R.,3.3.1,CHINOOK SALMON,SPRING,White Salmon River,2014,217.0,0.097,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,32,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge spring,Big White Salmon River Spring Chinook,Big White Salmon R.,3.3.1,CHINOOK SALMON,SPRING,White Salmon River,2018,82.0,0.11,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,32,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge spring,Big White Salmon River Spring Chinook,Big White Salmon R.,3.3.1,CHINOOK SALMON,SPRING,White Salmon River,2016,54.0,0.111,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,32,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge spring,Big White Salmon River Spring Chinook,Big White Salmon R.,3.3.1,CHINOOK SALMON,SPRING,White Salmon River,2017,15.0,0.333,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,32,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Gorge spring,Big White Salmon River Spring Chinook,Big White Salmon R.,3.3.1,CHINOOK SALMON,SPRING,White Salmon River,2015,94.0,0.16,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,4,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Clackamas River,Clackamas R.,2.1.5,CHINOOK SALMON,FALL,Clackamas River,2018,709.0,0.949,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,4,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Clackamas River,Clackamas R.,2.1.5,CHINOOK SALMON,FALL,Clackamas River,2012,321.0,0.187,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,4,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Clackamas River,Clackamas R.,2.1.5,CHINOOK SALMON,FALL,Clackamas River,2013,422.0,0.924,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,4,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Clackamas River,Clackamas R.,2.1.5,CHINOOK SALMON,FALL,Clackamas River,2014,183.0,0.694,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,4,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Clackamas River,Clackamas R.,2.1.5,CHINOOK SALMON,FALL,Clackamas River,2015,308.0,0.623,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,4,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Clackamas River,Clackamas R.,2.1.5,CHINOOK SALMON,FALL,Clackamas River,2016,910.0,0.781,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,4,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Cascade fall,Clackamas River,Clackamas R.,2.1.5,CHINOOK SALMON,FALL,Clackamas River,2017,90.0,0.378,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2002,389.0,0.1,-99.0,-99.0,0.211,0.54,0.25,0.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2018,76.0,0.01,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2004,110.0,0.1,-99.0,-99.0,0.211,0.54,0.25,0.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2005,101.0,0.1,-99.0,-99.0,0.211,0.54,0.25,0.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2006,42.0,0.1,-99.0,-99.0,0.211,0.54,0.25,0.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2007,94.0,0.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2009,167.0,0.56,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2010,103.0,0.12,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2008,94.0,0.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2011,152.0,0.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2012,80.0,0.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2013,39.0,0.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
LCchinook2020,5,Willamette/Lower Columbia,"Salmon, Chinook (Lower Columbia River ESU)",Coast fall,Clatskanie River,Clatskanie R.,1.1.5,CHINOOK SALMON,FALL,Clatskanie River,2014,76.0,0.09,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Survey
